t theta phi p q c H
28.02300000000095 4.8574461359815615 102.07166364537426 -5.285642792942177 3.4769553417697368 0 59.18259798555965
28.04100000000095 2.394038050375634 105.38617722150336 -5.399199899998232 3.7854799193824995 0 59.18259798547366
28.05900000000095 0.04637781124967979 108.80491385150904 -5.522272073532869 4.085843995501668 0 59.18259798546013
28.07700000000095 357.8192101776829 112.34930956758808 -5.653058228352675 4.376253572303669 0 59.18259798553778
28.09500000000095 355.7197032972523 116.0417723341443 -5.789533515357035 4.654674369418593 0 59.18259798573498
28.11300000000095 353.75727436813554 119.9058041869636 -5.9294652792202305 4.918841146026767 0 59.18259798608666
28.131000000000952 351.94318009657576 123.96575765742868 -6.070464025504154 5.166300517052863 0 59.182597986623605
28.149000000000953 350.28965764615106 128.24597756861382 -6.210089615387648 5.39450697641222 0 59.182597987343996
28.167000000000954 348.80830788160824 132.76896009407895 -6.346035611617633 5.600994676991932 0 59.18259798815369
28.185000000000954 347.5073428416102 137.55207151625697 -6.476403960054567 5.783637159877604 0 59.18259798877571
28.203000000000955 346.3873868840283 142.60244946402187 -6.600040604354161 5.940966471345097 0 59.18259798869292
28.221000000000956 345.4359393470339 147.91022599202674 -6.716814981419239 6.072436911980282 0 59.18259798731661
28.239000000000956 344.62160239545784 153.44145260021 -6.827617675302116 6.17841194503762 0 59.1825979845984
28.257000000000957 343.8906117135056 159.13391043423024 -6.933842702938164 6.259646564463035 0 59.18259798177349
28.275000000000958 343.1690022856536 164.90001615171693 -7.036392523605327 6.3163084714299735 0 59.18259798100429
28.29300000000096 342.3721343242296 170.63906037123192 -7.134741691379152 6.347074978014581 0 59.18259798339686
28.31100000000096 341.4190616945746 176.25569682071975 -7.226792288707632 6.349032942491517 0 59.18259798764837
28.32900000000096 340.24559898519925 181.6769858313863 -7.309702325846008 6.318552130337275 0 59.18259799140128
28.34700000000096 338.8107491762446 186.861222217774 -7.381064389123572 6.252499326205122 0 59.18259799337495
28.36500000000096 337.0956050023068 191.79733556670627 -7.439659002667599 6.149013288365736 0 59.18259799375953
28.383000000000962 335.09758191925425 196.49839599521934 -7.4855191704492405 6.0075784293020025 0 59.182597993334994
28.401000000000963 332.8235023003016 200.99366490839765 -7.5195314058092535 5.828626845903324 0 59.18259799274374
28.419000000000963 330.2836967767769 205.3219961378925 -7.542907326521508 5.613007232075224 0 59.18259799230979
28.437000000000964 327.4877670257694 209.52752613058422 -7.556732138737081 5.361530387209995 0 59.1825979921361
28.455000000000965 324.4417772103129 213.65752550839514 -7.56165209303678 5.074655735191489 0 59.18259799223936
28.473000000000965 321.14634600178135 217.76196097537076 -7.557686715773275 4.752306432089485 0 59.182597992654514
28.491000000000966 317.59510239352795 221.89438693809603 -7.544135076765039 4.39378416258925 0 59.182597993539616
28.509000000000967 313.77303022715915 226.11399923617714 -7.5195641693876585 3.9977743160843278 0 59.18259799537609
28.527000000000967 309.6542586107736 230.4889266394978 -7.481915445826379 3.562481995544118 0 59.18259799950803
28.545000000000968 305.1988448232904 235.1010535987515 -7.42886956668087 3.0860469420344856 0 59.18259800977436
28.56300000000097 300.3481548985244 240.05269895002516 -7.358862563075208 2.567645849989817 0 59.18259803777642
28.58100000000097 295.0191305321985 245.47455034410714 -7.2738035998044035 2.0103623370770536 0 59.18259812023592
28.59900000000097 289.1013794206215 251.52908951161365 -7.186175912944028 1.4285655712570033 0 59.18259836889122
28.61700000000097 282.4758644721073 258.3827796820708 -7.13589983488684 0.86528167615395 0 59.182599013516295
28.63500000000097 275.1119971583112 266.0666974733212 -7.216121789610323 0.4188088174137015 0 59.182599897959044
28.653000000000972 267.2720210037461 274.18480018415505 -7.551539560380467 0.22177456320178032 0 59.18260007475308
28.671000000000973 259.49200665153984 281.93675031319367 -8.16059766288405 0.3024485759054233 0 59.182599491939165
28.689000000000974 252.13329256472247 288.7497898338522 -8.920544174653765 0.5470767857014948 0 59.18259863079595
28.707000000000974 245.22500020357808 294.50550057293145 -9.708071017339169 0.8389134402491423 0 59.18259816754193
28.725000000000975 238.65282687863413 299.2777950244703 -10.454837757827208 1.1140919557558966 0 59.18259799176997
28.743000000000976 232.28614906395654 303.15460659295957 -11.127471037508359 1.3424211631257639 0 59.18259792737775
28.761000000000976 226.01172766866867 306.1900373898998 -11.707660876753865 1.5080353619354872 0 59.18259790229288
28.779000000000977 219.73609756689336 308.40140125769506 -12.182705024948582 1.6002506800626093 0 59.182597891866
28.797000000000978 213.38243430543062 309.77598679843334 -12.541731513999512 1.609952962566159 0 59.18259788727724
28.81500000000098 206.88846955925194 310.27918878039503 -12.774488438501963 1.528465039226582 0 59.18259788472166
28.83300000000098 200.20664442288026 309.8630263670518 -12.87139336859645 1.3476138682266132 0 59.18259788192619
28.85100000000098 193.3063333646285 308.475434062626 -12.824288139053499 1.0604563620802174 0 59.18259787718863
28.86900000000098 186.17746511945094 306.07040815528615 -12.627557291234773 0.6623314854692809 0 59.18259786944006
28.88700000000098 178.83450025453092 302.61831510534404 -12.279277648739301 0.151919764070796 0 59.18259785857981
28.90500000000098 171.31952356063226 298.1149766064582 -11.782082520058799 -0.4679834318481054 0 59.18259784493931
28.923000000000982 163.70335243921167 292.587982658139 -11.143572027042596 -1.1901178199409257 0 59.182597830547465
28.941000000000983 156.08406264011455 286.09920601417 -10.37636290821363 -2.0027056940649492 0 59.18259781564618
28.959000000000984 148.58291969725167 278.7433641857223 -9.498070679684451 -2.889384217095539 0 59.182597801027384
28.977000000000984 141.33803483688763 270.64309205193393 -8.531454948983525 -3.8288964501329557 0 59.18259778905282
28.995000000000985 134.4960852933678 261.94103696663507 -7.504612430827588 -4.794689127585304 0 59.182597784910165
29.013000000000986 128.2024916362683 252.78928151904813 -6.450702435029342 -5.754983320762116 0 59.18259779574173
29.031000000000986 122.59091652693361 243.33655754720056 -5.406591528172705 -6.673981708135504 0 59.18259782708205
29.049000000000987 117.77377597968079 233.71446697669725 -4.410217088174611 -7.514443618252104 0 59.18259787886593
